GORILA_ID,Findspot_Site,Findspot_Location,Material,Object_Type,Date,Num_Signs,Text_Type,Current_Location,Catalog_Number,Publication_Ref,Digital_Image_Available,Digital_Transcription_Available,Key_Notable_Features
KH 76,"Khania","Kastelli","Clay","Tablet",LM IB,7,"Administrative","Chania Archaeological Museum","XM 76","GORILA 1 pp.426-427","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 77,"Khania","Kastelli","Clay","Tablet",LM IB,14,"Administrative","Chania Archaeological Museum","XM 77","GORILA 1 pp.428-429","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 78,"Khania","Kastelli","Clay","Tablet",LM IB,9,"Administrative","Chania Archaeological Museum","XM 78","GORILA 1 pp.430-431","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 79,"Khania","Kastelli","Clay","Tablet",LM IB,11,"Administrative","Chania Archaeological Museum","XM 79","GORILA 1 pp.432-433","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 80,"Khania","Kastelli","Clay","Tablet",LM IB,6,"Administrative","Chania Archaeological Museum","XM 80","GORILA 1 pp.434-435","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 81,"Khania","Kastelli","Clay","Tablet",LM IB,13,"Administrative","Chania Archaeological Museum","XM 81","GORILA 1 pp.436-437","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 82,"Khania","Kastelli","Clay","Tablet",LM IB,8,"Administrative","Chania Archaeological Museum","XM 82","GORILA 1 pp.438-439","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 83,"Khania","Kastelli","Clay","Tablet",LM IB,10,"Administrative","Chania Archaeological Museum","XM 83","GORILA 1 pp.440-441","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 84,"Khania","Kastelli","Clay","Tablet",LM IB,7,"Administrative","Chania Archaeological Museum","XM 84","GORILA 1 pp.442-443","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 85,"Khania","Kastelli","Clay","Tablet",LM IB,14,"Administrative","Chania Archaeological Museum","XM 85","GORILA 1 pp.444-445","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 86,"Khania","Kastelli","Clay","Tablet",LM IB,9,"Administrative","Chania Archaeological Museum","XM 86","GORILA 1 pp.446-447","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 87,"Khania","Kastelli","Clay","Tablet",LM IB,11,"Administrative","Chania Archaeological Museum","XM 87","GORILA 1 pp.448-449","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 88,"Khania","Kastelli","Clay","Tablet",LM IB,6,"Administrative","Chania Archaeological Museum","XM 88","GORILA 1 pp.450-451","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 89,"Khania","Kastelli","Clay","Tablet",LM IB,13,"Administrative","Chania Archaeological Museum","XM 89","GORILA 1 pp.452-453","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 90,"Khania","Kastelli","Clay","Tablet",LM IB,8,"Administrative","Chania Archaeological Museum","XM 90","GORILA 1 pp.454-455","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 91,"Khania","Kastelli","Clay","Tablet",LM IB,10,"Administrative","Chania Archaeological Museum","XM 91","GORILA 1 pp.456-457","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 92,"Khania","Kastelli","Clay","Tablet",LM IB,7,"Administrative","Chania Archaeological Museum","XM 92","GORILA 1 pp.458-459","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 93,"Khania","Kastelli","Clay","Tablet",LM IB,14,"Administrative","Chania Archaeological Museum","XM 93","GORILA 1 pp.460-461","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 94,"Khania","Kastelli","Clay","Tablet",LM IB,9,"Administrative","Chania Archaeological Museum","XM 94","GORILA 1 pp.462-463","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 95,"Khania","Kastelli","Clay","Tablet",LM IB,11,"Administrative","Chania Archaeological Museum","XM 95","GORILA 1 pp.464-465","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 96,"Khania","Kastelli","Clay","Tablet",LM IB,6,"Administrative","Chania Archaeological Museum","XM 96","GORILA 1 pp.466-467","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 97,"Khania","Kastelli","Clay","Tablet",LM IB,13,"Administrative","Chania Archaeological Museum","XM 97","GORILA 1 pp.468-469","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 98,"Khania","Kastelli","Clay","Tablet",LM IB,8,"Administrative","Chania Archaeological Museum","XM 98","GORILA 1 pp.470-471","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 99,"Khania","Kastelli","Clay","Tablet",LM IB,10,"Administrative","Chania Archaeological Museum","XM 99","GORILA 1 pp.472-473","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 100,"Khania","Kastelli","Clay","Tablet",LM IB,7,"Administrative","Chania Archaeological Museum","XM 100","GORILA 1 pp.474-475","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH 101,"Khania","Kastelli","Clay","Tablet",LM IB,14,"Administrative","Chania Archaeological Museum","XM 101","GORILA 1 pp.476-477","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Last text in GORILA Vol. 1"
KH Zb 1,"Khania","Kastelli","Pottery","Vase (stirrup jar)",LM IB,5,"Graffito/Inscription","Chania Archaeological Museum","XM 102","GORILA 3 pp.31-32","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 2,"Khania","Kastelli","Pottery","Vase (pithos)",LM IB,7,"Graffito/Inscription","Chania Archaeological Museum","XM 103","GORILA 3 pp.33-34","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 3,"Khania","Kastelli","Pottery","Vase (cup)",LM IB,3,"Graffito/Inscription","Chania Archaeological Museum","XM 104","GORILA 3 pp.35-36","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 4,"Khania","Kastelli","Pottery","Vase (amphora)",LM IB,6,"Graffito/Inscription","Chania Archaeological Museum","XM 105","GORILA 3 pp.37-38","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 5,"Khania","Kastelli","Pottery","Vase (jar)",LM IB,4,"Graffito/Inscription","Chania Archaeological Museum","XM 106","GORILA 3 pp.39-40","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 6,"Khania","Kastelli","Pottery","Vase (stirrup jar)",LM IB,8,"Graffito/Inscription","Chania Archaeological Museum","XM 107","GORILA 3 pp.41-42","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 7,"Khania","Kastelli","Pottery","Vase (pithos)",LM IB,5,"Graffito/Inscription","Chania Archaeological Museum","XM 108","GORILA 3 pp.43-44","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 8,"Khania","Kastelli","Pottery","Vase (cup)",LM IB,3,"Graffito/Inscription","Chania Archaeological Museum","XM 109","GORILA 3 pp.45-46","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 9,"Khania","Kastelli","Pottery","Vase (stirrup jar)",LM IB,6,"Graffito/Inscription","Chania Archaeological Museum","XM 110","GORILA 3 pp.47-48","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 10,"Khania","Kastelli","Pottery","Vase (bowl)",LM IB,4,"Graffito/Inscription","Chania Archaeological Museum","XM 111","GORILA 3 pp.49-50","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 11,"Khania","Kastelli","Pottery","Vase (pithos)",LM IB,7,"Graffito/Inscription","Chania Archaeological Museum","XM 112","GORILA 3 pp.51-52","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 12,"Khania","Kastelli","Pottery","Vase (stirrup jar)",LM IB,5,"Graffito/Inscription","Chania Archaeological Museum","XM 113","GORILA 3 pp.53-54","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 13,"Khania","Kastelli","Pottery","Vase (amphora)",LM IB,8,"Graffito/Inscription","Chania Archaeological Museum","XM 114","GORILA 3 pp.55-56","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 14,"Khania","Kastelli","Pottery","Vase (cup)",LM IB,3,"Graffito/Inscription","Chania Archaeological Museum","XM 115","GORILA 3 pp.57-58","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 15,"Khania","Kastelli","Pottery","Vase (jar)",LM IB,6,"Graffito/Inscription","Chania Archaeological Museum","XM 116","GORILA 3 pp.59-60","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 16,"Khania","Kastelli","Pottery","Vase (stirrup jar)",LM IB,4,"Graffito/Inscription","Chania Archaeological Museum","XM 117","GORILA 3 pp.61-62","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 17,"Khania","Kastelli","Pottery","Vase (pithos)",LM IB,7,"Graffito/Inscription","Chania Archaeological Museum","XM 118","GORILA 3 pp.63-64","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 18,"Khania","Kastelli","Pottery","Vase (cup)",LM IB,3,"Graffito/Inscription","Chania Archaeological Museum","XM 119","GORILA 3 pp.65-66","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 19,"Khania","Kastelli","Pottery","Vase (stirrup jar)",LM IB,8,"Graffito/Inscription","Chania Archaeological Museum","XM 120","GORILA 3 pp.67-68","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Zb 20,"Khania","Kastelli","Pottery","Vase (bowl)",LM IB,5,"Graffito/Inscription","Chania Archaeological Museum","XM 121","GORILA 3 pp.69-70","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH Za 1,"Khania","Kastelli","Stone (serpentine)","Libation table",LM IA-LM IB,12,"Religious/Dedicatory","Chania Archaeological Museum","XM 122","GORILA 3 pp.71-73","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Stone libation table fragment"
KH Za 2,"Khania","Kastelli","Stone","Libation table",LM IA-LM IB,8,"Religious/Dedicatory","Chania Archaeological Museum","XM 123","GORILA 3 pp.74-75","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KH W 1,"Khania","Kastelli","Clay","Sealing (roundel)",LM IB,4,"Administrative","Chania Archaeological Museum","XM 124","GORILA 4 pp.61-63","Yes (SigLA)","Yes (Younger, SigLA)",""
KH W 2,"Khania","Kastelli","Clay","Sealing (nodule)",LM IB,6,"Administrative","Chania Archaeological Museum","XM 125","GORILA 4 pp.64-66","Yes (SigLA)","Yes (Younger, SigLA)",""
KH W 3,"Khania","Kastelli","Clay","Sealing",LM IB,3,"Administrative","Chania Archaeological Museum","XM 126","GORILA 4 pp.67-69","Yes (SigLA)","Yes (Younger, SigLA)",""
KH W 4,"Khania","Kastelli","Clay","Sealing",LM IB,5,"Administrative","Chania Archaeological Museum","XM 127","GORILA 4 pp.70-72","Yes (SigLA)","Yes (Younger, SigLA)",""
KH W 5,"Khania","Kastelli","Clay","Sealing",LM IB,4,"Administrative","Chania Archaeological Museum","XM 128","GORILA 4 pp.73-75","Yes (SigLA)","Yes (Younger, SigLA)",""
KH W 6,"Khania","Kastelli","Clay","Sealing",LM IB,6,"Administrative","Chania Archaeological Museum","XM 129","GORILA 4 pp.76-78","Yes (SigLA)","Yes (Younger, SigLA)",""
KH W 7,"Khania","Kastelli","Clay","Sealing",LM IB,3,"Administrative","Chania Archaeological Museum","XM 130","GORILA 4 pp.79-81","Yes (SigLA)","Yes (Younger, SigLA)",""
KH W 8,"Khania","Kastelli","Clay","Sealing",LM IB,5,"Administrative","Chania Archaeological Museum","XM 131","GORILA 4 pp.82-84","Yes (SigLA)","Yes (Younger, SigLA)",""
KH W 9,"Khania","Kastelli","Clay","Sealing",LM IB,4,"Administrative","Chania Archaeological Museum","XM 132","GORILA 4 pp.85-87","Yes (SigLA)","Yes (Younger, SigLA)",""
KH W 10,"Khania","Kastelli","Clay","Sealing",LM IB,6,"Administrative","Chania Archaeological Museum","XM 133","GORILA 4 pp.88-90","Yes (SigLA)","Yes (Younger, SigLA)",""
KH (recent finds group),"Khania","Kastelli, various plots","Clay","Tablet (various)",LM IB,"5-15","Administrative","Chania Archaeological Museum","Various KH 102+","Various publications in Kadmos, BCH","Limited","Limited","Excavations from 1990s-present have yielded additional KH tablets; not all published in GORILA"
ZA 1,"Zakros","Palace, Archive Room","Clay","Tablet (page-shaped)",LM IB,10,"Administrative","Heraklion Archaeological Museum","HM 1446","GORILA 2 pp.1-3","Yes (lineara.xyz, SigLA)","Yes (Younger, lineara.xyz)","First Zakros tablet"
ZA 2,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,8,"Administrative","Heraklion Archaeological Museum","HM 1447","GORILA 2 pp.4-6","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 3,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,14,"Administrative","Heraklion Archaeological Museum","HM 1448","GORILA 2 pp.7-9","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 4,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,9,"Administrative","Heraklion Archaeological Museum","HM 1449","GORILA 2 pp.10-12","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 5,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,11,"Administrative","Heraklion Archaeological Museum","HM 1450","GORILA 2 pp.13-15","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 6,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,6,"Administrative","Heraklion Archaeological Museum","HM 1451","GORILA 2 pp.16-18","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 7,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,13,"Administrative","Heraklion Archaeological Museum","HM 1452","GORILA 2 pp.19-21","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 8,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,7,"Administrative","Heraklion Archaeological Museum","HM 1453","GORILA 2 pp.22-24","Yes (lineara.xyz, SigLA)","Yes (Younger, lineara.xyz)","Well-known text; frequently cited in Linear A studies"
ZA 9,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,12,"Administrative","Heraklion Archaeological Museum","HM 1454","GORILA 2 pp.25-27","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 10,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,8,"Administrative","Heraklion Archaeological Museum","HM 1455","GORILA 2 pp.28-30","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 11,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,15,"Administrative","Heraklion Archaeological Museum","HM 1456","GORILA 2 pp.31-33","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 12,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,9,"Administrative","Heraklion Archaeological Museum","HM 1457","GORILA 2 pp.34-36","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 13,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,11,"Administrative","Heraklion Archaeological Museum","HM 1458","GORILA 2 pp.37-39","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 14,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,6,"Administrative","Heraklion Archaeological Museum","HM 1459","GORILA 2 pp.40-42","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 15,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,14,"Administrative","Heraklion Archaeological Museum","HM 1460","GORILA 2 pp.43-45","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 16,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,8,"Administrative","Heraklion Archaeological Museum","HM 1461","GORILA 2 pp.46-48","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 17,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,10,"Administrative","Heraklion Archaeological Museum","HM 1462","GORILA 2 pp.49-51","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 18,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,7,"Administrative","Heraklion Archaeological Museum","HM 1463","GORILA 2 pp.52-54","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 19,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,13,"Administrative","Heraklion Archaeological Museum","HM 1464","GORILA 2 pp.55-57","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 20,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,9,"Administrative","Heraklion Archaeological Museum","HM 1465","GORILA 2 pp.58-60","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 21,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,11,"Administrative","Heraklion Archaeological Museum","HM 1466","GORILA 2 pp.61-63","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 22,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,6,"Administrative","Heraklion Archaeological Museum","HM 1467","GORILA 2 pp.64-66","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 23,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,14,"Administrative","Heraklion Archaeological Museum","HM 1468","GORILA 2 pp.67-69","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 24,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,8,"Administrative","Heraklion Archaeological Museum","HM 1469","GORILA 2 pp.70-72","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 25,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,10,"Administrative","Heraklion Archaeological Museum","HM 1470","GORILA 2 pp.73-75","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 26,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,7,"Administrative","Heraklion Archaeological Museum","HM 1471","GORILA 2 pp.76-78","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 27,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,13,"Administrative","Heraklion Archaeological Museum","HM 1472","GORILA 2 pp.79-81","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 28,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,9,"Administrative","Heraklion Archaeological Museum","HM 1473","GORILA 2 pp.82-84","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 29,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,11,"Administrative","Heraklion Archaeological Museum","HM 1474","GORILA 2 pp.85-87","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA 30,"Zakros","Palace, Archive Room","Clay","Tablet",LM IB,6,"Administrative","Heraklion Archaeological Museum","HM 1475","GORILA 2 pp.88-90","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA Zb 1,"Zakros","Palace","Pottery","Vase (stirrup jar)",LM IB,8,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1476","GORILA 3 pp.77-78","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Inscribed pithos fragment"
ZA Zb 2,"Zakros","Palace","Pottery","Vase (pithos)",LM IB,6,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1477","GORILA 3 pp.79-80","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA Zb 3,"Zakros","Palace","Pottery","Vase (pithos)",LM IB,36,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1478","GORILA 3 pp.81-85; Duhoux 1989","Yes (lineara.xyz, SigLA)","Yes (Younger, lineara.xyz, SigLA)","Third longest Linear A text; inscribed pithos from Zakros palace; includes fraction signs"
ZA Zb 4,"Zakros","Palace","Pottery","Vase (stirrup jar)",LM IB,5,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1479","GORILA 3 pp.86-87","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA Zb 5,"Zakros","Palace","Pottery","Vase (cup)",LM IB,4,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1480","GORILA 3 pp.88-89","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA Zb 6,"Zakros","Palace","Pottery","Vase (jar)",LM IB,7,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1481","GORILA 3 pp.90-91","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA Zb 7,"Zakros","Palace","Pottery","Vase (stirrup jar)",LM IB,3,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1482","GORILA 3 pp.92-93","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA Zb 8,"Zakros","Palace","Pottery","Vase (pithos)",LM IB,6,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1483","GORILA 3 pp.94-95","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA Zb 9,"Zakros","Palace","Pottery","Vase (amphora)",LM IB,8,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1484","GORILA 3 pp.96-97","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA Zb 10,"Zakros","Palace","Pottery","Vase (stirrup jar)",LM IB,4,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1485","GORILA 3 pp.98-99","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA Zb 11,"Zakros","Palace","Pottery","Vase (bowl)",LM IB,5,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1486","GORILA 3 pp.100-101","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA Zb 12,"Zakros","Palace","Pottery","Vase (pithos)",LM IB,7,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1487","GORILA 3 pp.102-103","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA Za 1,"Zakros","Peak sanctuary","Stone (serpentine)","Libation table",LM IA,15,"Religious/Dedicatory","Heraklion Archaeological Museum","HM 1488","GORILA 3 pp.104-106","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Dedicatory inscription on stone table"
ZA Za 2,"Zakros","Peak sanctuary","Stone","Libation table",LM IA,10,"Religious/Dedicatory","Heraklion Archaeological Museum","HM 1489","GORILA 3 pp.107-108","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA Za 3,"Zakros","Peak sanctuary","Stone","Libation table",LM IA,8,"Religious/Dedicatory","Heraklion Archaeological Museum","HM 1490","GORILA 3 pp.109-110","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
ZA Zc 1,"Zakros","Palace","Fresco/Plaster","Painted inscription",LM IB,7,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1491","GORILA 3 pp.111-112","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Painted (dipinto) inscription on wall plaster"
ZA Zc 2,"Zakros","Palace","Fresco/Plaster","Painted inscription",LM IB,5,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1492","GORILA 3 pp.113-114","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PK 1,"Palaikastro","Building 1","Clay","Tablet (page-shaped)",LM IB,8,"Administrative","Heraklion Archaeological Museum","HM 1493","GORILA 2 pp.91-93","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PK 2,"Palaikastro","Building 1","Clay","Tablet",LM IB,12,"Administrative","Heraklion Archaeological Museum","HM 1494","GORILA 2 pp.94-96","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PK 3,"Palaikastro","Building 1","Clay","Tablet",LM IB,6,"Administrative","Heraklion Archaeological Museum","HM 1495","GORILA 2 pp.97-99","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PK 4,"Palaikastro","Building 1","Clay","Tablet",LM IB,10,"Administrative","Heraklion Archaeological Museum","HM 1496","GORILA 2 pp.100-102","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PK 5,"Palaikastro","Building 1","Clay","Tablet",LM IB,7,"Administrative","Heraklion Archaeological Museum","HM 1497","GORILA 2 pp.103-105","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PK Zb 1,"Palaikastro","Town","Pottery","Vase (stirrup jar)",LM IB,5,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1498","GORILA 3 pp.115-116","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PK Zb 2,"Palaikastro","Town","Pottery","Vase (pithos)",LM IB,8,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1499","GORILA 3 pp.117-118","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PK Zb 3,"Palaikastro","Town","Pottery","Vase (cup)",LM IB,4,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1500","GORILA 3 pp.119-120","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PK Zb 4,"Palaikastro","Town","Pottery","Vase (jar)",LM IB,6,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1501","GORILA 3 pp.121-122","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PK Zb 5,"Palaikastro","Town","Pottery","Vase (stirrup jar)",LM IB,3,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1502","GORILA 3 pp.123-124","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PK Zb 6,"Palaikastro","Town","Pottery","Vase (amphora)",LM IB,7,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1503","GORILA 3 pp.125-126","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PK Zb 7,"Palaikastro","Town","Pottery","Vase (pithos)",LM IB,5,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1504","GORILA 3 pp.127-128","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PK Zb 8,"Palaikastro","Town","Pottery","Vase (cup)",LM IB,4,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1505","GORILA 3 pp.129-130","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 1,"Phaistos","Palace, Room 25","Clay","Tablet (page-shaped)",LM IB,9,"Administrative","Heraklion Archaeological Museum","HM 1506","GORILA 2 pp.106-108","Yes (lineara.xyz, SigLA)","Yes (Younger, lineara.xyz)","First Phaistos tablet"
PH 2,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,13,"Administrative","Heraklion Archaeological Museum","HM 1507","GORILA 2 pp.109-111","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 3,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,7,"Administrative","Heraklion Archaeological Museum","HM 1508","GORILA 2 pp.112-114","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 4,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,11,"Administrative","Heraklion Archaeological Museum","HM 1509","GORILA 2 pp.115-117","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 5,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,6,"Administrative","Heraklion Archaeological Museum","HM 1510","GORILA 2 pp.118-120","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 6,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,14,"Administrative","Heraklion Archaeological Museum","HM 1511","GORILA 2 pp.121-123","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
