la_bennett_id,la_unicode,la_character,la_transliteration,la_occurrences,lb_abbr,lb_meaning,lb_unicode,lb_character,lb_sign_name,co_occurring_logograms,correspondence_certainty,notes
VASE 7,U+10746,𐝆,JA,137,VAS,vessel (general),U+102B0,𐊰,VAS,VASE 4(61); VASE 3(47); VASE 2(39); A 568(28); VASE 5(20),high,Generic vessel ideogram. Highly frequent in LA (VASE 7).
VASE 7,U+10746,𐝆,*905,137,VAS,vessel (general),U+102B0,𐊰,VAS,VASE 4(61); VASE 3(47); VASE 2(39); A 568(28); VASE 5(20),high,Generic vessel ideogram. Highly frequent in LA (VASE 7).
VASE 7,U+10746,𐝆,*306,137,VAS,vessel (general),U+102B0,𐊰,VAS,VASE 4(61); VASE 3(47); VASE 2(39); A 568(28); VASE 5(20),high,Generic vessel ideogram. Highly frequent in LA (VASE 7).
VASE 7,U+10746,𐝆,ME,137,VAS,vessel (general),U+102B0,𐊰,VAS,VASE 4(61); VASE 3(47); VASE 2(39); A 568(28); VASE 5(20),high,Generic vessel ideogram. Highly frequent in LA (VASE 7).
VASE 7,U+10746,𐝆,*304+PA,137,VAS,vessel (general),U+102B0,𐊰,VAS,VASE 4(61); VASE 3(47); VASE 2(39); A 568(28); VASE 5(20),high,Generic vessel ideogram. Highly frequent in LA (VASE 7).
VASE 7,U+10746,𐝆,¹⁄₄,137,VAS,vessel (general),U+102B0,𐊰,VAS,VASE 4(61); VASE 3(47); VASE 2(39); A 568(28); VASE 5(20),high,Generic vessel ideogram. Highly frequent in LA (VASE 7).
VASE 7,U+10746,𐝆,MI+JA+RU,137,VAS,vessel (general),U+102B0,𐊰,VAS,VASE 4(61); VASE 3(47); VASE 2(39); A 568(28); VASE 5(20),high,Generic vessel ideogram. Highly frequent in LA (VASE 7).
VASE 7,U+10746,𐝆,¹⁄₃,137,VAS,vessel (general),U+102B0,𐊰,VAS,VASE 4(61); VASE 3(47); VASE 2(39); A 568(28); VASE 5(20),high,Generic vessel ideogram. Highly frequent in LA (VASE 7).
VASE 7,U+10746,𐝆,ZU,137,VAS,vessel (general),U+102B0,𐊰,VAS,VASE 4(61); VASE 3(47); VASE 2(39); A 568(28); VASE 5(20),high,Generic vessel ideogram. Highly frequent in LA (VASE 7).
VASE 7,U+10746,𐝆,E,137,VAS,vessel (general),U+102B0,𐊰,VAS,VASE 4(61); VASE 3(47); VASE 2(39); A 568(28); VASE 5(20),high,Generic vessel ideogram. Highly frequent in LA (VASE 7).
VASE 7,U+10746,𐝆,𐝆𐝆,137,VAS,vessel (general),U+102B0,𐊰,VAS,VASE 4(61); VASE 3(47); VASE 2(39); A 568(28); VASE 5(20),high,Generic vessel ideogram. Highly frequent in LA (VASE 7).
VASE 7,U+10746,𐝆,MA,137,VAS,vessel (general),U+102B0,𐊰,VAS,VASE 4(61); VASE 3(47); VASE 2(39); A 568(28); VASE 5(20),high,Generic vessel ideogram. Highly frequent in LA (VASE 7).
VASE 7,U+10746,𐝆,I,137,VAS,vessel (general),U+102B0,𐊰,VAS,VASE 4(61); VASE 3(47); VASE 2(39); A 568(28); VASE 5(20),high,Generic vessel ideogram. Highly frequent in LA (VASE 7).
VASE 7,U+10746,𐝆,KU,137,VAS,vessel (general),U+102B0,𐊰,VAS,VASE 4(61); VASE 3(47); VASE 2(39); A 568(28); VASE 5(20),high,Generic vessel ideogram. Highly frequent in LA (VASE 7).
VASE 7,U+10746,𐝆,PA,137,VAS,vessel (general),U+102B0,𐊰,VAS,VASE 4(61); VASE 3(47); VASE 2(39); A 568(28); VASE 5(20),high,Generic vessel ideogram. Highly frequent in LA (VASE 7).
VASE 7,U+10746,𐝆,NE,137,VAS,vessel (general),U+102B0,𐊰,VAS,VASE 4(61); VASE 3(47); VASE 2(39); A 568(28); VASE 5(20),high,Generic vessel ideogram. Highly frequent in LA (VASE 7).
VASE 7,U+10746,𐝆,1/2,137,VAS,vessel (general),U+102B0,𐊰,VAS,VASE 4(61); VASE 3(47); VASE 2(39); A 568(28); VASE 5(20),high,Generic vessel ideogram. Highly frequent in LA (VASE 7).
VASE 8,U+10747,𐝇,¹⁄₁₆,35,JAR,jar (generic),U+102C3,𐋃,JAR,VASE 10(22); VASE 2(18); VASE 7(14); VASE 4(14); VASE 6(12),high,Generic jar. LA VASE 8 — also used as fraction 1/16.
VASE 8,U+10747,𐝇,vase,35,JAR,jar (generic),U+102C3,𐋃,JAR,VASE 10(22); VASE 2(18); VASE 7(14); VASE 4(14); VASE 6(12),high,Generic jar. LA VASE 8 — also used as fraction 1/16.
VASE 8,U+10747,𐝇,*21F,35,JAR,jar (generic),U+102C3,𐋃,JAR,VASE 10(22); VASE 2(18); VASE 7(14); VASE 4(14); VASE 6(12),high,Generic jar. LA VASE 8 — also used as fraction 1/16.
VASE 8,U+10747,𐝇,"
",35,JAR,jar (generic),U+102C3,𐋃,JAR,VASE 10(22); VASE 2(18); VASE 7(14); VASE 4(14); VASE 6(12),high,Generic jar. LA VASE 8 — also used as fraction 1/16.
VASE 8,U+10747,𐝇,¹⁄₆,35,JAR,jar (generic),U+102C3,𐋃,JAR,VASE 10(22); VASE 2(18); VASE 7(14); VASE 4(14); VASE 6(12),high,Generic jar. LA VASE 8 — also used as fraction 1/16.
VASE 8,U+10747,𐝇,𐄁,35,JAR,jar (generic),U+102C3,𐋃,JAR,VASE 10(22); VASE 2(18); VASE 7(14); VASE 4(14); VASE 6(12),high,Generic jar. LA VASE 8 — also used as fraction 1/16.
VASE 8,U+10747,𐝇,NI,35,JAR,jar (generic),U+102C3,𐋃,JAR,VASE 10(22); VASE 2(18); VASE 7(14); VASE 4(14); VASE 6(12),high,Generic jar. LA VASE 8 — also used as fraction 1/16.
VASE 8,U+10747,𐝇,SU,35,JAR,jar (generic),U+102C3,𐋃,JAR,VASE 10(22); VASE 2(18); VASE 7(14); VASE 4(14); VASE 6(12),high,Generic jar. LA VASE 8 — also used as fraction 1/16.
VASE 8,U+10747,𐝇,VIN,35,JAR,jar (generic),U+102C3,𐋃,JAR,VASE 10(22); VASE 2(18); VASE 7(14); VASE 4(14); VASE 6(12),high,Generic jar. LA VASE 8 — also used as fraction 1/16.
VASE 8,U+10747,𐝇,A,35,JAR,jar (generic),U+102C3,𐋃,JAR,VASE 10(22); VASE 2(18); VASE 7(14); VASE 4(14); VASE 6(12),high,Generic jar. LA VASE 8 — also used as fraction 1/16.
VASE 8,U+10747,𐝇,𐝍𐝫,35,JAR,jar (generic),U+102C3,𐋃,JAR,VASE 10(22); VASE 2(18); VASE 7(14); VASE 4(14); VASE 6(12),high,Generic jar. LA VASE 8 — also used as fraction 1/16.
VASE 8,U+10747,𐝇,¹⁄₄,35,JAR,jar (generic),U+102C3,𐋃,JAR,VASE 10(22); VASE 2(18); VASE 7(14); VASE 4(14); VASE 6(12),high,Generic jar. LA VASE 8 — also used as fraction 1/16.
VASE 8,U+10747,𐝇,U,35,JAR,jar (generic),U+102C3,𐋃,JAR,VASE 10(22); VASE 2(18); VASE 7(14); VASE 4(14); VASE 6(12),high,Generic jar. LA VASE 8 — also used as fraction 1/16.
VASE 8,U+10747,𐝇,*401+RU,35,JAR,jar (generic),U+102C3,𐋃,JAR,VASE 10(22); VASE 2(18); VASE 7(14); VASE 4(14); VASE 6(12),high,Generic jar. LA VASE 8 — also used as fraction 1/16.
VASE 8,U+10747,𐝇,VS,35,JAR,jar (generic),U+102C3,𐋃,JAR,VASE 10(22); VASE 2(18); VASE 7(14); VASE 4(14); VASE 6(12),high,Generic jar. LA VASE 8 — also used as fraction 1/16.
VASE 9,U+10748,𐝈,vase,10,BOWL,bowl,U+102AE,𐊮,BOWL,VASE 4(4); VASE 7(2); VASE 1(2); A 400(2); A 306(2),high,Bowl. LA VASE 9.
VASE 9,U+10748,𐝈,L,10,BOWL,bowl,U+102AE,𐊮,BOWL,VASE 4(4); VASE 7(2); VASE 1(2); A 400(2); A 306(2),high,Bowl. LA VASE 9.
VASE 9,U+10748,𐝈,"
",10,BOWL,bowl,U+102AE,𐊮,BOWL,VASE 4(4); VASE 7(2); VASE 1(2); A 400(2); A 306(2),high,Bowl. LA VASE 9.
VASE 9,U+10748,𐝈,𐝈𐝃,10,BOWL,bowl,U+102AE,𐊮,BOWL,VASE 4(4); VASE 7(2); VASE 1(2); A 400(2); A 306(2),high,Bowl. LA VASE 9.
VASE 9,U+10748,𐝈,𐝈𐝈,10,BOWL,bowl,U+102AE,𐊮,BOWL,VASE 4(4); VASE 7(2); VASE 1(2); A 400(2); A 306(2),high,Bowl. LA VASE 9.
VASE 9,U+10748,𐝈,QE+GRA+PA,10,BOWL,bowl,U+102AE,𐊮,BOWL,VASE 4(4); VASE 7(2); VASE 1(2); A 400(2); A 306(2),high,Bowl. LA VASE 9.
